Date,Address,Rate,Amount,Category,Product Name
2025-04-30,"Biratnagar, Koshi",50,450,Personal Care,"Soap (bath, bar)"
2025-04-26,"Chitwan, Bagmati",50,300,Spices,Coriander Powder (100g)
2024-04-09,"Itahari, Koshi",200,200,Dairy,"Local Cheese (Chhurpi, pack)"
2024-06-08,"Bhaktapur, Bagmati",100,300,Vegetables,Onions (1kg)
2024-05-25,"Bhaktapur, Bagmati",1150,3450,Dairy,Ghee (1L)
2025-04-27,"Itahari, Koshi",1150,1150,Dairy,Ghee (1L)
2024-08-04,"Butwal, Lumbini",80,80,Personal Care,Toothpaste (100g)
2025-02-19,"Hetauda, Bagmati",240,720,Dairy,Eggs (dozen)
2024-03-03,"Lalitpur, Bagmati",200,600,Essentials,"Cooking Oil (Sunflower, 1L)"
2025-05-18,"Nepalgunj, Lumbini",100,100,Snacks,Puffed Rice (1kg)
2024-11-16,"Nepalgunj, Lumbini",170,510,Essentials,Jaggery (1kg)
2025-11-22,"Hetauda, Bagmati",90,630,Flours,"Wheat Flour (Atta, 1kg)"
2024-01-21,"Butwal, Lumbini",180,540,Flours,Multi-grain Atta (1kg)
2024-12-15,"Kathmandu, Bagmati",50,300,Personal Care,"Soap (bath, bar)"
2024-02-05,"Lalitpur, Bagmati",30,30,Household,Candles (pack)
2025-04-08,"Dharan, Koshi",1150,3450,Dairy,Ghee (1L)
2025-04-20,"Itahari, Koshi",120,240,Dairy,Milk (1L)
2024-05-21,"Biratnagar, Koshi",100,100,Vegetables,Tomatoes (1kg)
2024-11-23,"Janakpur, Madhesh",170,340,Essentials,Jaggery (1kg)
2024-03-14,"Janakpur, Madhesh",100,300,Grains & Pulses,"Vermicelli (Sewai, 500g)"
2024-12-13,"Nepalgunj, Lumbini",40,40,Spices,Turmeric Powder (100g)
2025-05-27,"Nepalgunj, Lumbini",200,200,Dairy,"Local Cheese (Chhurpi, pack)"
2024-04-27,"Hetauda, Bagmati",200,600,Grains & Pulses,Moong Dal (1kg)
2025-11-03,"Hetauda, Bagmati",100,100,Grains & Pulses,"Beaten Rice (Chiura, 1kg)"
2025-02-19,"Chitwan, Bagmati",100,300,Grains & Pulses,"Beaten Rice (Chiura, 1kg)"
2025-02-07,"Biratnagar, Koshi",50,500,Personal Care,"Soap (bath, bar)"
2025-02-15,"Pokhara, Gandaki",100,300,Grains & Pulses,"Beaten Rice (Chiura, 1kg)"
2025-08-21,"Pokhara, Gandaki",80,480,Bakery,Bread (loaf)
2025-02-15,"Chitwan, Bagmati",150,150,Grains & Pulses,"Chana (Kala Chana, 1kg)"
2025-02-06,"Pokhara, Gandaki",120,240,Flours,"Suji (Semolina, 1kg)"
2024-07-02,"Nepalgunj, Lumbini",40,280,Snacks,Chips/Namkeen (pack)
2024-06-03,"Nepalgunj, Lumbini",1150,3450,Dairy,Ghee (1L)
2024-05-31,"Janakpur, Madhesh",100,100,Fruits,Bananas (dozen)
2024-05-08,"Hetauda, Bagmati",100,200,Fruits,Bananas (dozen)
2025-03-13,"Biratnagar, Koshi",50,150,Personal Care,"Soap (bath, bar)"
2025-11-23,"Hetauda, Bagmati",150,300,Snacks,Peanuts (500g)
2025-08-21,"Biratnagar, Koshi",100,300,Vegetables,Tomatoes (1kg)
2024-12-06,"Itahari, Koshi",240,480,Dairy,Eggs (dozen)
2025-01-18,"Dharan, Koshi",180,360,Grains & Pulses,Arhar Dal (1kg)
2025-11-18,"Janakpur, Madhesh",150,450,Snacks,Peanuts (500g)
2025-07-03,"Dharan, Koshi",100,200,Condiments,Tomato Ketchup (bottle)
2024-12-25,"Chitwan, Bagmati",80,400,Personal Care,Toothpaste (100g)
2025-08-01,"Biratnagar, Koshi",50,350,Snacks,Papad (pack)
2025-09-29,"Lalitpur, Bagmati",100,200,Fruits,Bananas (dozen)
2024-06-08,"Dharan, Koshi",200,600,Essentials,"Cooking Oil (Sunflower, 1L)"
2025-02-19,"Bhaktapur, Bagmati",150,150,Grains & Pulses,Masoor Dal (1kg)
2024-09-03,"Butwal, Lumbini",80,800,Bakery,Bread (loaf)
2024-08-22,"Itahari, Koshi",100,100,Spices,Dry Chilies (100g)
2024-08-21,"Nepalgunj, Lumbini",180,540,Grains & Pulses,Arhar Dal (1kg)
2025-02-21,"Dharan, Koshi",200,400,Household,Washing Powder (1kg)
2024-10-20,"Bhaktapur, Bagmati",90,810,Flours,"Wheat Flour (Atta, 1kg)"
2025-07-19,"Kathmandu, Bagmati",180,540,Grains & Pulses,Arhar Dal (1kg)
2024-05-26,"Hetauda, Bagmati",120,120,Flours,"Suji (Semolina, 1kg)"
2025-01-29,"Bhaktapur, Bagmati",105,105,Essentials,Sugar (1kg)
2024-03-05,"Nepalgunj, Lumbini",150,150,Snacks,Peanuts (500g)
2024-06-24,"Nepalgunj, Lumbini",80,720,Personal Care,Toothpaste (100g)
2025-03-15,"Hetauda, Bagmati",1150,1150,Dairy,Ghee (1L)
2025-08-31,"Chitwan, Bagmati",80,560,Vegetables,Potatoes (1kg)
2025-06-15,"Nepalgunj, Lumbini",100,200,Fruits,Bananas (dozen)
2024-11-02,"Dharan, Koshi",180,180,Grains & Pulses,Arhar Dal (1kg)
2025-01-29,"Biratnagar, Koshi",100,200,Condiments,Tomato Ketchup (bottle)
2025-01-04,"Bhaktapur, Bagmati",550,550,Beverages,Tea Leaves (1kg)
2024-12-17,"Janakpur, Madhesh",70,630,Personal Care,Mehendi (200g)
2024-04-13,"Biratnagar, Koshi",150,450,Snacks,Peanuts (500g)
2024-03-25,"Nepalgunj, Lumbini",105,210,Essentials,Sugar (1kg)
2024-07-21,"Nepalgunj, Lumbini",5,10,Household,Matches (box)
2025-03-01,"Janakpur, Madhesh",50,200,Spices,Coriander Powder (100g)
2025-10-27,"Itahari, Koshi",120,360,Flours,"Suji (Semolina, 1kg)"
2025-06-23,"Butwal, Lumbini",300,300,Beverages,Horlicks (jar)
2024-07-29,"Nepalgunj, Lumbini",200,600,Household,Washing Powder (1kg)
2025-03-06,"Pokhara, Gandaki",40,80,Snacks,Chips/Namkeen (pack)
2025-04-27,"Dharan, Koshi",50,250,Snacks,Biscuits (pack)
2025-04-27,"Chitwan, Bagmati",100,100,Grains & Pulses,"Vermicelli (Sewai, 500g)"
2024-04-12,"Itahari, Koshi",30,300,Snacks,"Noodles (Maggi, pack)"
2025-01-06,"Chitwan, Bagmati",50,350,Snacks,Papad (pack)
2024-11-24,"Chitwan, Bagmati",100,200,Vegetables,Tomatoes (1kg)
2025-10-02,"Itahari, Koshi",70,700,Personal Care,Mehendi (200g)
2024-04-15,"Janakpur, Madhesh",130,130,Grains & Pulses,"Rice (white, 1kg)"
2024-04-03,"Bhaktapur, Bagmati",2000,2000,Household,Cooking Gas (small cylinder)
2025-10-26,"Dharan, Koshi",120,240,Flours,"Suji (Semolina, 1kg)"
2024-08-10,"Pokhara, Gandaki",80,640,Bakery,Bread (loaf)
2024-07-18,"Pokhara, Gandaki",180,540,Grains & Pulses,Arhar Dal (1kg)
2025-08-23,"Janakpur, Madhesh",180,540,Flours,Multi-grain Atta (1kg)
2024-01-12,"Itahari, Koshi",30,120,Household,Candles (pack)
2025-10-24,"Lalitpur, Bagmati",170,340,Essentials,Jaggery (1kg)
2024-12-11,"Butwal, Lumbini",25,75,Essentials,Salt (1kg)
2024-07-12,"Biratnagar, Koshi",50,200,Spices,Chili Powder (100g)
2024-04-02,"Bhaktapur, Bagmati",100,300,Grains & Pulses,"Vermicelli (Sewai, 500g)"
2024-06-30,"Itahari, Koshi",2000,6000,Household,Cooking Gas (small cylinder)
2025-03-19,"Pokhara, Gandaki",150,150,Grains & Pulses,"Chana (Kala Chana, 1kg)"
2024-11-30,"Dharan, Koshi",100,200,Condiments,Tomato Ketchup (bottle)
2025-09-06,"Butwal, Lumbini",150,300,Condiments,Ginger Garlic Paste (jar)
2024-09-26,"Chitwan, Bagmati",80,560,Bakery,Bread (loaf)
2024-07-12,"Kathmandu, Bagmati",2000,4000,Household,Cooking Gas (small cylinder)
2024-02-28,"Hetauda, Bagmati",170,510,Essentials,Jaggery (1kg)
2025-06-29,"Janakpur, Madhesh",50,100,Personal Care,"Soap (bath, bar)"
2025-07-29,"Hetauda, Bagmati",50,500,Spices,Chili Powder (100g)
2024-10-10,"Chitwan, Bagmati",240,480,Dairy,Eggs (dozen)
2025-05-25,"Butwal, Lumbini",150,450,Flours,"Besan (Gram Flour, 1kg)"
2025-11-26,"Chitwan, Bagmati",100,100,Snacks,Puffed Rice (1kg)
2025-03-19,"Janakpur, Madhesh",80,640,Bakery,Bread (loaf)
2024-11-28,"Biratnagar, Koshi",150,300,Condiments,Ginger Garlic Paste (jar)
2024-06-17,"Biratnagar, Koshi",5,10,Household,Matches (box)
2024-06-03,"Janakpur, Madhesh",30,90,Snacks,"Noodles (Maggi, pack)"
2025-12-02,"Pokhara, Gandaki",5,25,Household,Matches (box)
2025-05-29,"Hetauda, Bagmati",180,180,Flours,Multi-grain Atta (1kg)
2025-03-01,"Biratnagar, Koshi",100,100,Snacks,Puffed Rice (1kg)
2025-09-11,"Butwal, Lumbini",120,120,Flours,"Suji (Semolina, 1kg)"
2024-05-17,"Janakpur, Madhesh",100,200,Grains & Pulses,"Vermicelli (Sewai, 500g)"
2025-10-15,"Kathmandu, Bagmati",105,105,Essentials,Sugar (1kg)
2025-10-09,"Itahari, Koshi",180,540,Grains & Pulses,Arhar Dal (1kg)
2024-06-15,"Bhaktapur, Bagmati",30,150,Household,Candles (pack)
2024-03-22,"Itahari, Koshi",70,700,Personal Care,Mehendi (200g)
2025-09-09,"Nepalgunj, Lumbini",300,300,Beverages,Horlicks (jar)
2025-04-12,"Chitwan, Bagmati",50,50,Spices,Chili Powder (100g)
2024-01-18,"Janakpur, Madhesh",50,350,Spices,Chili Powder (100g)
2025-08-26,"Itahari, Koshi",100,100,Spices,Dry Chilies (100g)
2024-04-13,"Nepalgunj, Lumbini",120,120,Flours,"Suji (Semolina, 1kg)"
2025-08-26,"Itahari, Koshi",150,300,Grains & Pulses,"Chana (Kala Chana, 1kg)"
2024-01-20,"Hetauda, Bagmati",100,300,Vegetables,Onions (1kg)
2024-10-25,"Janakpur, Madhesh",120,360,Dairy,Milk (1L)
2025-06-10,"Hetauda, Bagmati",100,100,Vegetables,Tomatoes (1kg)
2024-09-04,"Dharan, Koshi",100,200,Vegetables,Onions (1kg)
2024-03-24,"Janakpur, Madhesh",50,200,Personal Care,"Soap (bath, bar)"
2024-03-23,"Lalitpur, Bagmati",500,1500,Vegetables,Bamboo Shoots (1kg)
2024-09-16,"Bhaktapur, Bagmati",150,450,Grains & Pulses,"Chana (Kala Chana, 1kg)"
2024-07-09,"Pokhara, Gandaki",200,200,Essentials,"Cooking Oil (Sunflower, 1L)"
2025-03-29,"Janakpur, Madhesh",240,720,Health Foods,Flax Seeds (1kg)
2024-10-01,"Dharan, Koshi",150,300,Flours,"Besan (Gram Flour, 1kg)"
2025-01-08,"Bhaktapur, Bagmati",180,360,Flours,Multi-grain Atta (1kg)
2024-11-16,"Pokhara, Gandaki",80,640,Personal Care,Toothpaste (100g)
2025-10-15,"Bhaktapur, Bagmati",80,720,Bakery,Bread (loaf)
2025-01-11,"Chitwan, Bagmati",200,600,Essentials,"Cooking Oil (Sunflower, 1L)"
2024-07-31,"Kathmandu, Bagmati",240,480,Health Foods,Flax Seeds (1kg)
2025-02-03,"Lalitpur, Bagmati",25,100,Essentials,Salt (1kg)
2025-10-18,"Biratnagar, Koshi",30,150,Snacks,"Noodles (Maggi, pack)"
2025-06-21,"Bhaktapur, Bagmati",25,175,Essentials,Salt (1kg)
2024-02-12,"Itahari, Koshi",90,90,Flours,"Wheat Flour (Atta, 1kg)"
2025-09-01,"Butwal, Lumbini",50,50,Snacks,Titaura (pack)
2025-04-05,"Kathmandu, Bagmati",200,200,Essentials,"Cooking Oil (Sunflower, 1L)"
2024-06-02,"Nepalgunj, Lumbini",180,540,Grains & Pulses,Arhar Dal (1kg)
2025-12-05,"Biratnagar, Koshi",100,300,Grains & Pulses,"Vermicelli (Sewai, 500g)"
2025-11-28,"Biratnagar, Koshi",150,450,Grains & Pulses,Masoor Dal (1kg)
2025-01-02,"Butwal, Lumbini",80,80,Bakery,Bread (loaf)
2025-11-02,"Nepalgunj, Lumbini",150,300,Grains & Pulses,"Chana (Kala Chana, 1kg)"
2025-11-12,"Pokhara, Gandaki",90,630,Flours,"Wheat Flour (Atta, 1kg)"
2024-03-12,"Nepalgunj, Lumbini",2000,4000,Household,Cooking Gas (small cylinder)
2025-09-12,"Biratnagar, Koshi",50,50,Snacks,Titaura (pack)
2025-06-07,"Chitwan, Bagmati",40,280,Spices,Turmeric Powder (100g)
2024-01-24,"Butwal, Lumbini",5,20,Household,Matches (box)
2025-08-17,"Lalitpur, Bagmati",90,270,Flours,"Wheat Flour (Atta, 1kg)"
2024-02-07,"Hetauda, Bagmati",100,100,Grains & Pulses,"Vermicelli (Sewai, 500g)"
2024-10-19,"Chitwan, Bagmati",150,150,Grains & Pulses,"Chana (Kala Chana, 1kg)"
2024-01-04,"Pokhara, Gandaki",150,450,Grains & Pulses,"Chana (Kala Chana, 1kg)"
2025-10-09,"Bhaktapur, Bagmati",240,480,Dairy,Eggs (dozen)
2025-04-15,"Kathmandu, Bagmati",100,200,Grains & Pulses,"Vermicelli (Sewai, 500g)"
2024-10-20,"Lalitpur, Bagmati",105,210,Essentials,Sugar (1kg)
2024-11-18,"Bhaktapur, Bagmati",200,200,Household,Washing Powder (1kg)
2025-02-17,"Biratnagar, Koshi",100,100,Grains & Pulses,"Vermicelli (Sewai, 500g)"
2025-01-23,"Hetauda, Bagmati",30,180,Household,Candles (pack)
2025-05-07,"Kathmandu, Bagmati",170,510,Essentials,Jaggery (1kg)
2025-04-26,"Hetauda, Bagmati",1150,3450,Dairy,Ghee (1L)
2025-03-20,"Lalitpur, Bagmati",500,1500,Vegetables,Bamboo Shoots (1kg)
2024-03-21,"Janakpur, Madhesh",170,340,Essentials,Jaggery (1kg)
2024-09-10,"Pokhara, Gandaki",70,280,Personal Care,Mehendi (200g)
2025-02-25,"Lalitpur, Bagmati",100,100,Snacks,Puffed Rice (1kg)
2025-08-03,"Nepalgunj, Lumbini",30,180,Household,Candles (pack)
2025-05-31,"Dharan, Koshi",200,200,Essentials,"Cooking Oil (Sunflower, 1L)"
2024-08-29,"Janakpur, Madhesh",80,400,Personal Care,Toothpaste (100g)
2024-02-09,"Chitwan, Bagmati",150,450,Grains & Pulses,"Chana (Kala Chana, 1kg)"
2025-11-18,"Pokhara, Gandaki",120,360,Dairy,Milk (1L)
2024-09-05,"Hetauda, Bagmati",105,105,Essentials,Sugar (1kg)
2025-03-27,"Hetauda, Bagmati",100,100,Condiments,Tomato Ketchup (bottle)
2025-10-08,"Bhaktapur, Bagmati",150,300,Grains & Pulses,Masoor Dal (1kg)
2024-07-09,"Janakpur, Madhesh",30,30,Snacks,"Noodles (Maggi, pack)"
2024-08-25,"Butwal, Lumbini",50,300,Personal Care,"Soap (bath, bar)"
2025-03-12,"Lalitpur, Bagmati",100,100,Condiments,Tomato Ketchup (bottle)
2025-09-14,"Butwal, Lumbini",100,300,Spices,Dry Chilies (100g)
2025-02-01,"Butwal, Lumbini",200,400,Grains & Pulses,Moong Dal (1kg)
2025-12-05,"Hetauda, Bagmati",240,720,Dairy,Eggs (dozen)
2025-10-24,"Lalitpur, Bagmati",50,300,Spices,Coriander Powder (100g)
2024-10-01,"Lalitpur, Bagmati",100,100,Vegetables,Tomatoes (1kg)
2025-10-24,"Hetauda, Bagmati",100,300,Spices,Dry Chilies (100g)
2025-10-01,"Lalitpur, Bagmati",100,100,Condiments,Tomato Ketchup (bottle)
2024-06-24,"Butwal, Lumbini",120,360,Flours,"Suji (Semolina, 1kg)"
2025-05-02,"Itahari, Koshi",130,260,Grains & Pulses,"Rice (white, 1kg)"
2024-10-18,"Dharan, Koshi",150,300,Condiments,Ginger Garlic Paste (jar)
2024-12-01,"Biratnagar, Koshi",180,180,Grains & Pulses,Arhar Dal (1kg)
2025-08-31,"Dharan, Koshi",150,300,Snacks,Peanuts (500g)
2024-05-19,"Bhaktapur, Bagmati",100,100,Grains & Pulses,"Beaten Rice (Chiura, 1kg)"
2025-04-17,"Bhaktapur, Bagmati",130,130,Grains & Pulses,"Rice (white, 1kg)"
2024-09-25,"Bhaktapur, Bagmati",100,100,Vegetables,Onions (1kg)
2024-09-18,"Itahari, Koshi",90,540,Flours,"Wheat Flour (Atta, 1kg)"
2024-06-23,"Itahari, Koshi",30,270,Household,Candles (pack)
2024-08-11,"Hetauda, Bagmati",80,160,Vegetables,Potatoes (1kg)
2025-11-02,"Bhaktapur, Bagmati",5,20,Household,Matches (box)
2025-08-28,"Biratnagar, Koshi",100,300,Grains & Pulses,"Beaten Rice (Chiura, 1kg)"
2024-08-11,"Chitwan, Bagmati",1150,3450,Dairy,Ghee (1L)
2024-08-27,"Nepalgunj, Lumbini",150,150,Flours,"Besan (Gram Flour, 1kg)"
2025-09-30,"Butwal, Lumbini",50,500,Spices,Chili Powder (100g)
2024-02-27,"Nepalgunj, Lumbini",120,120,Flours,"Suji (Semolina, 1kg)"
2025-10-13,"Bhaktapur, Bagmati",240,240,Dairy,Eggs (dozen)
2025-04-23,"Hetauda, Bagmati",120,360,Dairy,Milk (1L)
2024-06-29,"Nepalgunj, Lumbini",100,100,Vegetables,Onions (1kg)
2024-11-05,"Pokhara, Gandaki",130,260,Grains & Pulses,"Rice (white, 1kg)"
2025-06-11,"Bhaktapur, Bagmati",80,640,Bakery,Bread (loaf)
2025-05-19,"Nepalgunj, Lumbini",200,200,Grains & Pulses,Moong Dal (1kg)
2025-09-23,"Bhaktapur, Bagmati",180,540,Grains & Pulses,Arhar Dal (1kg)
2025-09-04,"Kathmandu, Bagmati",100,200,Condiments,Tomato Ketchup (bottle)
2024-04-20,"Nepalgunj, Lumbini",80,560,Vegetables,Potatoes (1kg)
2024-09-05,"Dharan, Koshi",1150,1150,Dairy,Ghee (1L)
2025-06-16,"Kathmandu, Bagmati",100,100,Snacks,Puffed Rice (1kg)
2024-03-29,"Biratnagar, Koshi",90,720,Flours,"Wheat Flour (Atta, 1kg)"
2025-05-15,"Butwal, Lumbini",105,315,Essentials,Sugar (1kg)
2025-07-30,"Kathmandu, Bagmati",240,240,Health Foods,Flax Seeds (1kg)
2024-01-31,"Kathmandu, Bagmati",1150,3450,Dairy,Ghee (1L)
2025-01-20,"Dharan, Koshi",25,50,Essentials,Salt (1kg)
2025-07-08,"Dharan, Koshi",100,300,Snacks,Puffed Rice (1kg)
2024-06-27,"Lalitpur, Bagmati",150,450,Grains & Pulses,"Chana (Kala Chana, 1kg)"
2025-02-23,"Biratnagar, Koshi",100,200,Vegetables,Tomatoes (1kg)
2024-01-13,"Dharan, Koshi",240,720,Dairy,Eggs (dozen)
2025-03-22,"Butwal, Lumbini",2000,4000,Household,Cooking Gas (small cylinder)
2024-01-30,"Lalitpur, Bagmati",180,360,Flours,Multi-grain Atta (1kg)
2025-10-18,"Pokhara, Gandaki",150,150,Grains & Pulses,"Chana (Kala Chana, 1kg)"
2025-05-03,"Kathmandu, Bagmati",150,150,Grains & Pulses,"Chana (Kala Chana, 1kg)"
2024-08-15,"Bhaktapur, Bagmati",40,160,Snacks,Chips/Namkeen (pack)
2025-11-14,"Bhaktapur, Bagmati",300,600,Beverages,Horlicks (jar)
2025-11-04,"Hetauda, Bagmati",240,720,Health Foods,Flax Seeds (1kg)
2025-09-12,"Janakpur, Madhesh",300,300,Beverages,Horlicks (jar)
2024-04-06,"Pokhara, Gandaki",200,600,Grains & Pulses,Moong Dal (1kg)
2025-11-04,"Pokhara, Gandaki",500,500,Vegetables,Bamboo Shoots (1kg)
2025-02-03,"Nepalgunj, Lumbini",120,360,Flours,"Suji (Semolina, 1kg)"
2025-11-19,"Chitwan, Bagmati",5,40,Household,Matches (box)
2025-09-23,"Nepalgunj, Lumbini",100,300,Grains & Pulses,"Beaten Rice (Chiura, 1kg)"
2025-11-18,"Hetauda, Bagmati",150,150,Grains & Pulses,Masoor Dal (1kg)
2024-08-18,"Lalitpur, Bagmati",550,1650,Beverages,Tea Leaves (1kg)
2025-07-02,"Butwal, Lumbini",150,450,Grains & Pulses,"Chana (Kala Chana, 1kg)"
2025-07-15,"Nepalgunj, Lumbini",300,300,Beverages,Horlicks (jar)
2024-01-16,"Janakpur, Madhesh",240,240,Health Foods,Flax Seeds (1kg)
2024-05-08,"Hetauda, Bagmati",100,300,Vegetables,Onions (1kg)
2024-03-22,"Biratnagar, Koshi",105,210,Essentials,Sugar (1kg)
2024-02-23,"Dharan, Koshi",40,240,Snacks,Chips/Namkeen (pack)
2024-04-25,"Dharan, Koshi",150,450,Condiments,Ginger Garlic Paste (jar)
2025-08-09,"Bhaktapur, Bagmati",200,200,Household,Washing Powder (1kg)
2024-02-25,"Kathmandu, Bagmati",30,60,Snacks,"Noodles (Maggi, pack)"
2024-01-17,"Chitwan, Bagmati",120,120,Flours,"Suji (Semolina, 1kg)"
2024-09-09,"Janakpur, Madhesh",240,720,Dairy,Eggs (dozen)
2025-03-03,"Kathmandu, Bagmati",150,450,Grains & Pulses,Masoor Dal (1kg)
2024-02-20,"Nepalgunj, Lumbini",200,200,Essentials,"Cooking Oil (Sunflower, 1L)"
2025-10-18,"Kathmandu, Bagmati",150,150,Snacks,Peanuts (500g)
2024-05-14,"Nepalgunj, Lumbini",80,320,Personal Care,Toothpaste (100g)
2025-07-07,"Bhaktapur, Bagmati",40,320,Snacks,Chips/Namkeen (pack)
2025-02-24,"Lalitpur, Bagmati",120,240,Flours,"Suji (Semolina, 1kg)"
2025-09-22,"Hetauda, Bagmati",200,400,Grains & Pulses,Moong Dal (1kg)
2025-10-12,"Bhaktapur, Bagmati",120,120,Dairy,Milk (1L)
2025-03-12,"Kathmandu, Bagmati",100,100,Snacks,Puffed Rice (1kg)
2025-04-03,"Biratnagar, Koshi",40,360,Snacks,Chips/Namkeen (pack)
2024-05-24,"Hetauda, Bagmati",90,360,Flours,"Wheat Flour (Atta, 1kg)"
2025-10-06,"Kathmandu, Bagmati",200,400,Household,Washing Powder (1kg)
2024-02-26,"Pokhara, Gandaki",50,300,Snacks,Papad (pack)
2025-11-11,"Nepalgunj, Lumbini",80,640,Personal Care,Toothpaste (100g)
2025-02-25,"Butwal, Lumbini",80,800,Bakery,Bread (loaf)
2024-09-05,"Chitwan, Bagmati",80,160,Personal Care,Toothpaste (100g)
2024-02-05,"Hetauda, Bagmati",100,100,Vegetables,Tomatoes (1kg)
2024-06-12,"Lalitpur, Bagmati",240,240,Dairy,Eggs (dozen)
2025-02-26,"Itahari, Koshi",100,300,Vegetables,Tomatoes (1kg)
2024-12-11,"Janakpur, Madhesh",70,210,Personal Care,Mehendi (200g)
2024-12-22,"Hetauda, Bagmati",150,150,Snacks,Peanuts (500g)
2025-11-09,"Hetauda, Bagmati",150,300,Grains & Pulses,"Chana (Kala Chana, 1kg)"
2024-01-09,"Janakpur, Madhesh",550,550,Beverages,Tea Leaves (1kg)
2025-08-11,"Kathmandu, Bagmati",50,350,Snacks,Biscuits (pack)
2025-03-27,"Nepalgunj, Lumbini",70,560,Personal Care,Mehendi (200g)
2024-08-12,"Dharan, Koshi",150,450,Grains & Pulses,"Chana (Kala Chana, 1kg)"
2025-05-17,"Lalitpur, Bagmati",100,200,Fruits,Bananas (dozen)
2024-05-05,"Pokhara, Gandaki",150,300,Flours,"Besan (Gram Flour, 1kg)"
2024-10-02,"Janakpur, Madhesh",240,240,Dairy,Eggs (dozen)
2024-04-05,"Pokhara, Gandaki",150,150,Grains & Pulses,Masoor Dal (1kg)
2024-07-12,"Itahari, Koshi",150,150,Grains & Pulses,"Chana (Kala Chana, 1kg)"
2025-08-25,"Janakpur, Madhesh",100,200,Vegetables,Onions (1kg)
2024-08-23,"Janakpur, Madhesh",150,150,Condiments,Ginger Garlic Paste (jar)
2025-04-15,"Biratnagar, Koshi",50,400,Spices,Chili Powder (100g)
2025-10-18,"Kathmandu, Bagmati",50,250,Snacks,Papad (pack)
2025-07-12,"Hetauda, Bagmati",500,1500,Vegetables,Bamboo Shoots (1kg)
2025-09-05,"Kathmandu, Bagmati",2000,4000,Household,Cooking Gas (small cylinder)
2024-03-07,"Pokhara, Gandaki",30,150,Snacks,"Noodles (Maggi, pack)"
2024-12-31,"Lalitpur, Bagmati",170,170,Essentials,Jaggery (1kg)
2025-11-09,"Chitwan, Bagmati",150,300,Flours,"Besan (Gram Flour, 1kg)"
2024-08-05,"Itahari, Koshi",2000,2000,Household,Cooking Gas (small cylinder)
2025-09-18,"Bhaktapur, Bagmati",150,450,Condiments,Ginger Garlic Paste (jar)
2024-05-10,"Janakpur, Madhesh",80,800,Personal Care,Toothpaste (100g)
2024-08-17,"Bhaktapur, Bagmati",100,100,Vegetables,Tomatoes (1kg)
2025-01-30,"Hetauda, Bagmati",180,360,Grains & Pulses,Arhar Dal (1kg)
2024-02-17,"Pokhara, Gandaki",30,30,Snacks,"Noodles (Maggi, pack)"
2025-08-16,"Nepalgunj, Lumbini",150,300,Snacks,Peanuts (500g)
2025-01-19,"Hetauda, Bagmati",100,100,Condiments,Tomato Ketchup (bottle)
2025-03-05,"Biratnagar, Koshi",50,500,Snacks,Papad (pack)
2024-06-30,"Itahari, Koshi",105,315,Essentials,Sugar (1kg)
2024-11-26,"Itahari, Koshi",105,105,Essentials,Sugar (1kg)
2025-09-16,"Kathmandu, Bagmati",170,510,Essentials,Jaggery (1kg)
2025-10-28,"Chitwan, Bagmati",130,390,Grains & Pulses,"Rice (white, 1kg)"
2024-03-30,"Lalitpur, Bagmati",100,200,Vegetables,Tomatoes (1kg)
2025-07-21,"Dharan, Koshi",150,300,Grains & Pulses,"Chana (Kala Chana, 1kg)"
2025-05-12,"Kathmandu, Bagmati",1150,2300,Dairy,Ghee (1L)
2024-04-21,"Itahari, Koshi",100,100,Vegetables,Tomatoes (1kg)
2024-09-16,"Chitwan, Bagmati",120,120,Dairy,Milk (1L)
2024-12-29,"Dharan, Koshi",80,800,Personal Care,Toothpaste (100g)
2024-12-07,"Butwal, Lumbini",30,30,Household,Candles (pack)
2025-07-23,"Chitwan, Bagmati",150,150,Grains & Pulses,"Chana (Kala Chana, 1kg)"
2025-04-24,"Biratnagar, Koshi",50,50,Snacks,Titaura (pack)
2025-01-16,"Nepalgunj, Lumbini",100,200,Spices,Dry Chilies (100g)
2025-02-05,"Dharan, Koshi",180,180,Grains & Pulses,Arhar Dal (1kg)
2025-02-02,"Biratnagar, Koshi",120,120,Dairy,Milk (1L)
2024-03-02,"Chitwan, Bagmati",50,50,Snacks,Titaura (pack)
2024-08-16,"Biratnagar, Koshi",170,340,Essentials,Jaggery (1kg)
2024-07-19,"Kathmandu, Bagmati",180,360,Grains & Pulses,Arhar Dal (1kg)
2024-03-18,"Nepalgunj, Lumbini",105,315,Essentials,Sugar (1kg)
2024-12-29,"Pokhara, Gandaki",50,400,Snacks,Titaura (pack)
2025-12-05,"Dharan, Koshi",120,120,Flours,"Suji (Semolina, 1kg)"
2024-07-19,"Lalitpur, Bagmati",50,350,Snacks,Papad (pack)
2024-07-15,"Nepalgunj, Lumbini",120,240,Flours,"Suji (Semolina, 1kg)"
2024-07-02,"Pokhara, Gandaki",500,1500,Vegetables,Bamboo Shoots (1kg)
2025-07-06,"Kathmandu, Bagmati",2000,2000,Household,Cooking Gas (small cylinder)
2025-01-07,"Biratnagar, Koshi",105,210,Essentials,Sugar (1kg)
2024-03-13,"Biratnagar, Koshi",100,200,Vegetables,Onions (1kg)
2025-09-11,"Nepalgunj, Lumbini",200,200,Grains & Pulses,Moong Dal (1kg)
